Artist_A_rechercher,Artist_Possede,Artist_sim,Album_A_rechercher,Album_Possede,Album_sim,Liste_albums_pos,Path_Possede
Serge Gainsbourg,Serge Gainsbourg,100,L'album de sa vie,Intégrale - Single Et Duos (1975 - 1986 - 2011),44,Gainsbourg London Paris 1963 - 1971 - Intégrale - Archives télé radio - Intégrale - Aux armes et caetera - Intégrale - Cinéma Instrumentaux (1959 - 1986 - 2011) - Intégrale - Confidentiel - Intégrale - Du chant à la une - Intégrale - Histoire de melody nelson - Intégrale - Initial b.b - Intégrale - Jane Birkin et Serge Gainsbourg - Intégrale - L'Homme A Tête De Chou - Intégrale - Love on the beat - Intégrale - Mauvaises nouvelles des étoiles - Intégrale - N° 3 L'étonnant Serge Gainsbourg - Intégrale - N° 4 - Intégrale - N°2 - Intégrale - Percussions - Intégrale - Rock Around The Bunker - Intégrale - Single Et Duos (1975 - 1986 - 2011) - Intégrale - Vu De L'Exterieur - Intégrale - You're under arrest - Intégrale - inéma - London Paris 1963 - 1971,/mnt/m/musiques/__Autres/Serge Gainsbourg/Intégrale - Single Et Duos (1975 - 1986 - 2011)
Serge Gainsbourg,Serge Gainsbourg,100,Du chant à la une !,Intégrale - Du chant à la une,77,Gainsbourg London Paris 1963 - 1971 - Intégrale - Archives télé radio - Intégrale - Aux armes et caetera - Intégrale - Cinéma Instrumentaux (1959 - 1986 - 2011) - Intégrale - Confidentiel - Intégrale - Du chant à la une - Intégrale - Histoire de melody nelson - Intégrale - Initial b.b - Intégrale - Jane Birkin et Serge Gainsbourg - Intégrale - L'Homme A Tête De Chou - Intégrale - Love on the beat - Intégrale - Mauvaises nouvelles des étoiles - Intégrale - N° 3 L'étonnant Serge Gainsbourg - Intégrale - N° 4 - Intégrale - N°2 - Intégrale - Percussions - Intégrale - Rock Around The Bunker - Intégrale - Single Et Duos (1975 - 1986 - 2011) - Intégrale - Vu De L'Exterieur - Intégrale - You're under arrest - Intégrale - inéma - London Paris 1963 - 1971,/mnt/m/musiques/__Autres/Serge Gainsbourg/Intégrale - Du chant à la une
"Brigitte Fontaine,-M-",Claude Fontaine,62,Kekeland,,0,,
Camille,Cibelle,71,Le sac des filles,,0,,
Sammy Decoster,"Sammy Davis, Jr",64,Sortie 21,,0,,
Pépite,Pépite,100,Reste avec moi,Virages,48,Renaissance - Reve Realite - Virages,/mnt/m/musiques/__Autres/Pépite/Virages
Bénabar et associés,Trolle Siebenhaar,61,La p'tite monnaie,,0,,
Oldelaf et Monsieur D.,Of Monsters and Men,65,Chansons c,,0,,
Michel,Chelou,67,C'Est Michel,,0,,
Oldelaf,Oldelaf,100,Tristitudes,L'Album de la maturité,30,Chansons Cons - Dernière Chance d'être disque d'or - Dimanche - Goliath - L'Album de la maturité - L'aventure - Le monde est beau,/mnt/m/musiques/__Autres/Oldelaf/L'Album de la maturité
"La Rue Kétanou,Yolande Moreau",La Rue Kétanou,100,La bête,Ouvert À Double Tour [Live],30,Ouvert À Double Tour [Live] - Y'a Des Cigales Dans La Fourmilière - À Contresens,/mnt/m/musiques/__Autres/La Rue Kétanou/Ouvert À Double Tour [Live]
Tim Dup,Dub Inc,57,Qu'en restera-t-il ?,,0,,
Jeanne Moreau,Jeanne Moreau,100,Chanson française,Les Chansons De Clarisse,63,12 Chansons - Album Collection [Disc 1] - Album Collection [Disc 2] - Jacques Prevert - Artistes Divers - Le Tourbillon - Les Chansons De Clarisse,/mnt/m/musiques/__Autres/Jeanne Moreau/Les Chansons De Clarisse
Jeanne Moreau,Jeanne Moreau,100,Le tourbillon de ma vie (Best Of 2017),Le Tourbillon,72,12 Chansons - Album Collection [Disc 1] - Album Collection [Disc 2] - Jacques Prevert - Artistes Divers - Le Tourbillon - Les Chansons De Clarisse,/mnt/m/musiques/__Autres/Jeanne Moreau/Le Tourbillon
Arnaud Rebotini,Arnaud Rebotini,100,Curiosa (Bande originale du film),120 Battements Par Minute,12,120 Battements Par Minute,/mnt/m/musiques/__B.O/120 Battements Par Minute - Arnaud Rebotini
Camélia Jordana,Amelia Magdalena,71,Camelia Jordana,,0,,
Juniore,Juniore,100,"Un, Deux, Trois",Ouh Là Là,27,"1,2,3 - Junior - Magnifique - Ouh Là Là",/mnt/m/musiques/__Autres/Juniore/Ouh Là Là
"-M-,Jordan Cauvin,Thibault Cauvin",-M-,100,Cities II,Je Dis Aime,40,Ne le dis à personne (Bande originale du film) - Ne Le Dis À Personne - Au Spectrum [Live] - En Tête A Tête [Live] [Disc 1] - En Tête A Tête [Live] [Disc 2] - Je Dis Aime - Labo -M- - Lamomali & Fatoumata Diawara - Le Baptême - Le Super Grand Petit Coffret De -M- (Vol 1- Le Grand P'tit Concert -M-aison) - Le Super Grand Petit Coffret De -M- (Vol 2- Le Grand P'tit Concert -M-aison) - Le Super Grand Petit Concert [Live] [Disc 1] - Le Super Grand Petit Concert [Live] [Disc 2] - Le Tour De -M- [Live] [Disc 1] - Le Tour De -M- [Live] [Disc 2] - Les Inédits Au Cirque d'Hiver Bouglione S'il Vous Plaît [Live] - Les Saisons De Passage [Live] [Disc 1] - Les Saisons De Passage [Live] [Disc 2] - Lettre Infinie - Qui De Nous Deux- - Îl - Îl(s) [Live] [Disc 1] - Îl(s) [Live] [Disc 2],
17 Hippies,Annie Philippe,50,20 Years 17 Hippies - Anatomy,,0,,
Hervé Vilard,Les Vilars,64,Capri C'Est Fini,,0,,
Salvatore Adamo,Adam Taylor,69,Les N°1,,0,,
Johnny Hallyday,Johnny Flynn,67,"Souvenirs, Souvenirs",,0,,
"Les Chats Sauvages,Dick Rivers",Sages comme des sauvages,67,Est-ce que tu le sais ? (avec Dick Rivers),,0,,
Brigitte Bardot,Brigitte Bardot,100,Brigitte Bardot Show 67,Brigitte Bardot,79,Brigitte Bardot,/mnt/m/musiques/__B.O/Brigitte Bardot - Brigitte Bardot
Danyel Gerard,Gérard Calvi,72,Butterfly,,0,,
Dalida,Dalida,100,Hit Parade Best Of,Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 9],28,Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 10] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 11] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 12] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 13] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 14] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 15] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 16] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 17] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 1] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 20] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 21] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 22] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 2] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 3] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 4] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 5] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 6] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 7] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 8] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 9] - Les Diamants Sont Éternels - Vol.18 - Le Sixième Jour - Les Diamants Sont Éternels - Vol.19 - Mourir Sur Scène],/mnt/m/musiques/__Autres/Dalida/Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 9]
Frank Alamo,Aloan,62,Les Annees Barclay,,0,,
Sheila,Smilla,67,Sheila (Compilation 2006),,0,,
Sylvie Vartan,Sylvie Vartan,100,Comme un garçon,Sylvie Vartan,36,Sylvie Vartan,/mnt/m/musiques/__Autres/Sylvie Vartan/Sylvie Vartan
Les Chaussettes Noires,Solitaires & Shuttle,60,Long Box 3 CD,,0,,
Sheila,Smilla,67,Écoute ce disque,,0,,
Jacques Dutronc,Jacques Dutronc,100,"Et moi, et moi, et moi",Laquelle Des Deux Est La Plus Snob,37,"A La Vie, A L'Amour - A tout Berzingue - Collector CD - En Vogue - J'aime Les Filles - L'Hotesse De L'Air - L'Opportuniste [Single] - La Publicité - La Seine - Laquelle Des Deux Est La Plus Snob - Le Courrier Du Coeur - Les Cactus [Single] - Les Plays Boys - Maxi 45T",/mnt/m/musiques/__Autres/Jacques Dutronc/Laquelle Des Deux Est La Plus Snob
Antoine,Antonin,86,MusicWorld France,,0,,
Les Parisiennes,Les Pirates,62,Il Fait Trop Beau Pour Travailler,,0,,
Monty,Mon,75,Monty Tendres Années 60,,0,,
Jacques Brel,Jacques Brel,100,50 Plus Belles Chansons,Jacques Brel - INTEGRAL Jacques Brel 1953-1962,39,Brel - Jacques Brel - INTEGRAL Jacques Brel 1953-1962 - Quinze Ans D'Amour,/mnt/m/musiques/__Autres/Jacques Brel/Jacques Brel - INTEGRAL Jacques Brel 1953-1962
Colette Renard,Leonard Cohen,67,Chansons érotiques: 69 trésors de la chanson coquine et grivoise,,0,,
Dave,Diane,67,Dave,,0,,
Dave,Diane,67,20 Ans De Carrière,,0,,
The Limiñanas,The Limiñanas,100,I've Got Trouble In Mind Vol. 2 (Rare Stuff 2015/2018),(I've Got) Trouble In Mind- 7' And Rare Stuff 2009-2014,53,(I've Got) Trouble In Mind- 7' And Rare Stuff 2009-2014 - De Pelicula - J'adore le monde - Malamore - Shadow People,/mnt/m/musiques/__Autres/The Limiñanas/(I've Got) Trouble In Mind- 7' And Rare Stuff 2009-2014
Essaie Pas,Best Laid Plans,64,Nuit de noce,,0,,
Ycare,CAKE,67,Sors,,0,,
Jeanne Cherhal,Rachel Sermanni,62,L'eau,,0,,
Pierre Perret,Pierre Perret,100,Tonton Cristobal,Le Monde de Pierrot (Best of 2CD),29,Le Monde De Pierrot (Le Coeur À Rire) - Le Monde de Pierrot (Best of 2CD),/mnt/m/musiques/__Autres/Pierre Perret/Le Monde de Pierrot (Best of 2CD)
Dimie Cat,Cat Clyde,67,ZigZag,,0,,
Crookers,Crooked Fingers,70,Kitsuné Maison Compilation 9: Petit Bateau Edition,,0,,
Holden,Howling,62,Pedrolira,,0,,
Georges Delerue,Georges Delerue,100,Le Mepris,Jules Et Jim,48,Georges Delerue De 1961-1992 - Jules Et Jim - Jules Et Jim - Bande Originale Du Film,/mnt/m/musiques/__B.O/Jules Et Jim - Georges Delerue
Rika Zaraï,Cari Cari,63,Oriental,,0,,
Rika Zaraï,Cari Cari,63,100 Tubes années 80 spécial variétés françaises,,0,,
"Ege,Rika Zaraï",Egg,67,Bir İzmirli'nin Not Defterinden,,0,,
Rika Zaraï,Cari Cari,63,"Age tendre... La tournée des idoles, Vol. 2: La magie des années 60-70",,0,,
Les clopes,Les Charlots,73,Les clopes,,0,,
"Django Reinhardt,Quintette du Hot Club de France",Django Reinhardt,100,War Clouds 1940,The Essential Django Reinhardt,22,Le Dernier DJango - The Essential Django Reinhardt,/mnt/m/musiques/__Autres/Django Reinhardt/The Essential Django Reinhardt
Izïa,"Izzie, Jairos & Alishya",67,Citadelle,,0,,
Jean-Pierre Ferland,Pierre Perret,62,Jaune (Version originale remasterisée),,0,,
Phosphorescent,Phosphorescent,100,C’est La Vie,Muchacho [LP],20,Muchacho [LP],/mnt/m/musiques/__Autres/Phosphorescent/Muchacho [LP]
"Christian Olivier,Yolande Moreau",Christian Löffler,82,Prévert,,0,,
Juliette Gréco,Juliette Armanet,73,N°6 - 10 ans de chansons,,0,,
Juliette Gréco,Juliette Armanet,73,Deshabillez-Moi,,0,,
Juliette Gréco,Juliette Armanet,73,L'essentielle,,0,,
"Ballaké Sissoko,Camille",Blackberry Smoke,58,Djourou,,0,,
Jacques Higelin,Jacques Higelin,100,BBH75,Tombé Du Ciel,11,Champagne pour tout le monde - Tombé Du Ciel,/mnt/m/musiques/__Autres/Jacques Higelin/Tombé Du Ciel
Souleance,Orlane,67,P'ti Sega,,0,,
Ali Farka Touré,Alex McArtor,59,Niafunké,,0,,
Talk Talk,Take That,67,It's My Life,,0,,
Marcel Duval Et Son Orchestre,Orchestre Tout Puissant Marcel Duchamp,69,Chansons Paillardes,,0,,
Véronique Sanson,Dominique A,59,Les moments importants - Best of Véronique Sanson,,0,,
MPL,TAMPLE,67,L'étoile,,0,,
Charlotte Adigéry,Charlotte Adigéry & BOLIS PUPUL,74,Charlotte Adigéry,,0,,
"Asaf Avidan,MC Solaar",Asaf Avidan,100,Lost Horse (feat. MC Solaar),Different Pulses,38,Anagnorisis - Different Pulses - Gold Shadow - Poor Boy - Lucky Man - The Reckoning,/mnt/m/musiques/__Autres/Asaf Avidan/Different Pulses
"Minuit,Kazy Lambist",Inuit,91,Paris Tropical (Kazy Lambist Remix),Always Kévin - EP,31,Action - Always Kévin - EP,/mnt/m/musiques/__Autres/Inuit/Always Kévin - EP
Guylaine Tanguay,again&again,59,Classique Country,,0,,
"Laurent Voulzy,Alain Souchon",Wolf Larsen,64,La Belle Epoque (Original Motion Picture Soundtrack),,0,,
"Léo Delibes,Orchestre Philharmonique de Bruxelles,Ronan Maillard,Sarah Bloch,Fanny Crouet",Roméo Elvis,64,Marguerite,,0,,
Yves Montand,Yves Montand,100,Le Paris De ... Montand,100e Anniversaire Philips 1945-1948,33,100e Anniversaire Philips 1945-1948 - 100e Anniversaire Philips 1948-1950 - 100e Anniversaire Philips 1950-1952 - 100e Anniversaire Philips 1953-1955 - 100e Anniversaire Philips 1955-1957 - 100e Anniversaire Philips 1958-1960 - 100e Anniversaire Philips 1961-1962 - 100e Anniversaire Philips 1962-1964 - 100e Anniversaire Philips 1964-1968 - 100e Anniversaire Philips 1978-1989 - 100e Anniversaire Philips En public - 100e Anniversaire Philips In English & For Movies,/mnt/m/musiques/__Autres/Yves Montand/100e Anniversaire Philips 1945-1948
Hervé Vilard,Les Vilars,64,Chantons !,,0,,
Arthur H,Arthur Satàn,70,Adieu Tristesse,,0,,
Dom La Nena,Nana Adjoa,67,Tempo,,0,,
Delgres,Dolores,71,4:00 AM,,0,,
Pigalle,Opale,67,Pigalle,,0,,
Charlelie Couture,Charlie Rouse,73,Poemes Rock,,0,,
Alexis HK,The Bangles,60,Belle ville,,0,,
Jane Birkin,Jane Dire,70,Birkin/Gainsbourg: Le symphonique,,0,,
Gaël Faye,France Gall,70,Lundi Méchant,,0,,
Mustang,Austra,62,Memento Mori,,0,,
Doriand,Dorian Wood,78,Lieu-dit (Bonus Track Version),,0,,
Bernard Lavilliers,Michèle Bernard,67,Le Stéphanois,,0,,
Jeanne Moreau,Jeanne Moreau,100,Jeanne Chante Jeanne,Les Chansons De Clarisse,45,12 Chansons - Album Collection [Disc 1] - Album Collection [Disc 2] - Jacques Prevert - Artistes Divers - Le Tourbillon - Les Chansons De Clarisse,/mnt/m/musiques/__Autres/Jeanne Moreau/Les Chansons De Clarisse
"Rodolphe Burger,Bertrand Belin",Sophie Hunger,64,Environs,,0,,
Mamani Keïta,Elias Rahbani,64,Gagner l'argent français,,0,,
Bazbaz,Bazbaz,100,Le bonheur fantôme,Sur le bout de la langue,48,En liberté ! - Hors de prix - La Chose - Love Muzik - Sur le bout de la langue - The Salmon,/mnt/m/musiques/__Autres/Bazbaz/Sur le bout de la langue
Mouloudji,Moodoïd,62,"L'amour, l'amour, l'amour - Le meilleur de Mouloudji",,0,,
"Rebeka Warrior,Flavien Berger",Sarah Rebecca,59,À reculons (Rebeka Warrior Remix),,0,,
Daniel Norgren,Daniel Hope,72,Buck,,0,,
"Charles Trenet,Johnny Hess",Charles Trenet,100,Sur Le Yang Tse Kiang,La Mer - Remaster,39,"Anthologie - Intégrale Charles Trenet  - Volume 4 - Disc1 - 'Que Reste-t-il De Nos Amours' 1941-1943 - Intégrale Charles Trenet  - Volume 4 - Disc2 - 'Que Reste-t-il De Nos Amours' 1941-1943 - Intégrale Charles Trenet - Volume 10 - Disc1 - Moi j'aime le Music Hall 1949-1955 - Intégrale Charles Trenet - Volume 10 - Disc2 - Moi j'aime le Music Hall 1949-1955 - Intégrale Charles Trenet - Volume 11 - Disc1 - Le jardin extraordinaire 1955 - 1957 - Intégrale Charles Trenet - Volume 11 - Disc2 - Le jardin extraordinaire 1955 - 1957 - Intégrale Charles Trénet - Volume 1 - Disc1 - 'Charles Et Johnny' 1933-1936 - Intégrale Charles Trénet - Volume 1 - Disc2 - 'Charles Et Johnny' 1933-1936 - Intégrale Charles Trénet - Volume 12 - Disc1 - Le Piano De La Plage - Intégrale Charles Trénet - Volume 12 - Disc2 - Le Piano De La Plage - Intégrale Charles Trénet - Volume 2 - Disc1 - (1934-1938 - Y'a d'la joie) - Intégrale Charles Trénet - Volume 2 - Disc2 - (1934-1938 - Y'a d'la joie) - Intégrale Charles Trénet - Volume 3 - Disc1 - Boum 1933-1936 - Intégrale Charles Trénet - Volume 3 - Disc2 - Boum 1933-1936 - Intégrale Charles Trénet - Volume 6 - Disc1 - L'âme Des Poètes - Intégrale Charles Trénet - Volume 6 - Disc2 - L'âme Des Poètes - Intégrale Charles Trénet - Volume 7 - Disc1 - Formidable! - Intégrale Charles Trénet - Volume 7 - Disc2 - Formidable! - Intégrale Charles Trénet - Volume 8 - Disc1 -  La folle contrainte 1951-1952 - Intégrale Charles Trénet - Volume 8 - Disc2 -  La folle contrainte 1951-1952 - Intégrale Charles Trénet - Volume 9 - Disc1 - En avril à Paris 1952-1953 - Intégrale Charles Trénet - Volume 9 - Disc2 - En avril à Paris 1952-1953 - Intégrale Charles Trénet Vol. 5 (1943-1945) 'La Mer' Disc 1 - Intégrale Charles Trénet, Volume 5 (1943-1945) 'La Mer' [Disc 2] - La Mer - Remaster",/mnt/m/musiques/__Autres/Charles Trenet/La Mer - Remaster
Charles Trenet,Charles Trenet,100,20 chansons d'or,Intégrale Charles Trénet - Volume 2 - Disc1 - (1934-1938 - Y'a d'la joie),36,"Anthologie - Intégrale Charles Trenet  - Volume 4 - Disc1 - 'Que Reste-t-il De Nos Amours' 1941-1943 - Intégrale Charles Trenet  - Volume 4 - Disc2 - 'Que Reste-t-il De Nos Amours' 1941-1943 - Intégrale Charles Trenet - Volume 10 - Disc1 - Moi j'aime le Music Hall 1949-1955 - Intégrale Charles Trenet - Volume 10 - Disc2 - Moi j'aime le Music Hall 1949-1955 - Intégrale Charles Trenet - Volume 11 - Disc1 - Le jardin extraordinaire 1955 - 1957 - Intégrale Charles Trenet - Volume 11 - Disc2 - Le jardin extraordinaire 1955 - 1957 - Intégrale Charles Trénet - Volume 1 - Disc1 - 'Charles Et Johnny' 1933-1936 - Intégrale Charles Trénet - Volume 1 - Disc2 - 'Charles Et Johnny' 1933-1936 - Intégrale Charles Trénet - Volume 12 - Disc1 - Le Piano De La Plage - Intégrale Charles Trénet - Volume 12 - Disc2 - Le Piano De La Plage - Intégrale Charles Trénet - Volume 2 - Disc1 - (1934-1938 - Y'a d'la joie) - Intégrale Charles Trénet - Volume 2 - Disc2 - (1934-1938 - Y'a d'la joie) - Intégrale Charles Trénet - Volume 3 - Disc1 - Boum 1933-1936 - Intégrale Charles Trénet - Volume 3 - Disc2 - Boum 1933-1936 - Intégrale Charles Trénet - Volume 6 - Disc1 - L'âme Des Poètes - Intégrale Charles Trénet - Volume 6 - Disc2 - L'âme Des Poètes - Intégrale Charles Trénet - Volume 7 - Disc1 - Formidable! - Intégrale Charles Trénet - Volume 7 - Disc2 - Formidable! - Intégrale Charles Trénet - Volume 8 - Disc1 -  La folle contrainte 1951-1952 - Intégrale Charles Trénet - Volume 8 - Disc2 -  La folle contrainte 1951-1952 - Intégrale Charles Trénet - Volume 9 - Disc1 - En avril à Paris 1952-1953 - Intégrale Charles Trénet - Volume 9 - Disc2 - En avril à Paris 1952-1953 - Intégrale Charles Trénet Vol. 5 (1943-1945) 'La Mer' Disc 1 - Intégrale Charles Trénet, Volume 5 (1943-1945) 'La Mer' [Disc 2] - La Mer - Remaster",/mnt/m/musiques/__Autres/Charles Trenet/Intégrale Charles Trénet - Volume 2 - Disc1 - (1934-1938 - Y'a d'la joie)
Pierre Perret,Pierre Perret,100,L'âge de pierre,Le Monde de Pierrot (Best of 2CD),59,Le Monde De Pierrot (Le Coeur À Rire) - Le Monde de Pierrot (Best of 2CD),/mnt/m/musiques/__Autres/Pierre Perret/Le Monde de Pierrot (Best of 2CD)
Jean Gabin,MC Jean Gab'1,70,15 titres de Jean Gabin : Maintenant je sais,,0,,
Nicoletta,Comett,67,Visage,,0,,
"Damien Sargue,Cyril Niccolaï,John Eyzen",Damien Rice,75,"Roméo Et Juliette, Les enfants de Vérone",,0,,
"Damien Sargue,Joy Esther",Damien Rice,75,"Roméo Et Juliette, Les enfants de Vérone",,0,,
Bruno Pelletier,Peter Bjorn & John,65,Notre Dame de Paris - Live au Palais des Congrés 1998,,0,,
Stars en scène,"Shye Ben Tzur, Jonny Greenwood & The Rajasthan Express",59,"Les plus grandes comédies musicales, Vol. 3",,0,,
Marble Sounds,ArtSound,67,Tautou,,0,,
Bertrand Belin,Bertrand Belin,100,French Indie Pop Volume 1 by Le Mouv',Tambour Vision,24,Cap Waller - Hypernuit - La Perdue - Parcs - Tambour Vision,/mnt/m/musiques/__Autres/Bertrand Belin/Tambour Vision
Julie Bataille,Julie Bataille,100,Vive les années 70 (Tout le bonheur des 70's),Best of Julie Bataille,40,Best of Julie Bataille - Julie Bataille Best Of - Pas besoin d'éducation sexuelle,/mnt/m/musiques/__Autres/Julie Bataille/Best of Julie Bataille
Caroline Verdi,Coline Rio,75,Vive les années 70 (Tout le bonheur des 70's),,0,,
Paradis,Paradis,100,Parfait Tirage b/w La Ballade de Jim,Recto Verso,17,Recto Verso,/mnt/m/musiques/__Autres/Paradis/Recto Verso
Julie Bataille,Julie Bataille,100,"Chantez, Chantez, Pinkish",Best of Julie Bataille,31,Best of Julie Bataille - Julie Bataille Best Of - Pas besoin d'éducation sexuelle,/mnt/m/musiques/__Autres/Julie Bataille/Best of Julie Bataille
Leslie Medina,Leslie Medina,100,VENISE,Bon Courage,24,Bon Courage,/mnt/m/musiques/__Autres/Leslie Medina/Bon Courage
"Alka Balbir,Hubert Giraud,Gerard Frank",Paul Anka,60,La première fois,,0,,
Yves Duteil,Yves Duteil,100,La langue de chez nous,Chante les enfants [Disc 2],50,Chante les enfants [Disc 1] - Chante les enfants [Disc 2] - Chemins De Liberté [Disc 1] - Chemins De Liberté [Disc 2] - Chemins De Liberté [Disc 3] - Chemins De Liberté [Disc 4] - Entre Elles Et Moi - L'Essentiel,/mnt/m/musiques/__Autres/Yves Duteil/Chante les enfants [Disc 2]
Graeme Allwright,Al Green,58,Graeme Allwright Live (Ses grands succès en concert),,0,,
P.R2B,Herb Alpert,50,Rayons Gamma,,0,,
Gabi Hartmann,Aimee Mann,61,Always Seem to Get Things Wrong,,0,,
"Clementine,Oscar Anton",Coralie Clément,72,minuit,,0,,
Lola Le Lann,Lola Le Lann,100,Soleil,Odeur PMU,27,Glaz - Odeur PMU,/mnt/m/musiques/__Autres/Lola Le Lann/Odeur PMU
"Alex Beaupain,Camélia Jordana",Alex kapranos,69,Pourquoi Battait Mon Coeur,,0,,
Film Noir,Le Noiseur,63,Vertiges (Men of Glory),,0,,
Weekend Affair,Vampire Weekend,76,Du rivage,,0,,
"Franska Trion,Victor Furbacken",Frank Sinatra,62,Rim & Ramsor,,0,,
Hollydays,HollySiz,71,Hollywood Bizarre,,0,,
"Tryo,Les Ogres De Barback",Toro,75,La pittoresque histoire de Pitt Ocha,,0,,
GOLD ZEBRA,Goldfrapp,63,Gold Zebra,,0,,
Thousand,Husbands,75,Le tunnel végétal,,0,,
Jimmy Hunt,Ruby Haunt,60,Maladie d'amour,,0,,
Shaga,Shaggy,73,Eros,,0,,
Pierre Vassiliu,Pierre Vassiliu,100,Tendres Annees,Qui C'Est Celui-La,25,Qui C'Est Celui-La,/mnt/m/musiques/__Autres/Pierre Vassiliu/Qui C'Est Celui-La
Nôze,Nôze,100,Songs On The Rocks,Craft Sound And Voices,45,Come with Us - Craft Sound And Voices - Dring - How To Dance,/mnt/m/musiques/__Autres/Nôze/Craft Sound And Voices
Mathieu Bérubé,Mathieu Boogaerts,71,COUCOU,,0,,
Flavien Berger,Flavien Berger,100,Contre-Temps,Arco Iris,38,Arco Iris - Léviathan - Music for Maison d'en face,/mnt/m/musiques/__Autres/Flavien Berger/Arco Iris
Richard Anthony,Richard Houghten,71,Chanson d'amour,,0,,
Richard Anthony,Richard Houghten,71,tous ses succes,,0,,
"Niki Demiller,Didier Wampas",Noir Désir,61,Autopsie de l'homme qui voulait vivre sa vie,,0,,
Séverin,Evergreen,62,Transatlantique,,0,,
Hervé,Hervé,100,Si bien du mal,Hyper,11,Hyper,/mnt/m/musiques/__Autres/Hervé/Hyper
Clea Vincent,Vincent Liben,80,Non mais oui,,0,,
"Jean Claude Brialy,Anna Karina",Old Sea Brigade,61,BOF Anna,,0,,
Lou Doillon,Lou Doillon,100,"Alexandrie, Alexandra",Lay Low,30,Lay Low - Place - Places [Edition Deluxe] - Soliloquy,/mnt/m/musiques/__Autres/Lou Doillon/Lay Low
"Leonie Evans,Ophelie Luminati,Bots Leonard,Quentin Bardi,Pierre Jean Meric,Nicolas Laroza",Lonnie Donegan,69,"Collaborations, Vol. 2",,0,,
Belle and Sebastian,Belle & Sebastian,88,I Want the World to Stop,,0,,
David Lafore,David Lemaitre,77,II,,0,,
Bernard Estardy,Sandra Bernardo,73,La formule du baron,,0,,
Chloé Stafler,Sir Chloe,73,Reprises,,0,,
"H-Burns,Kevin Morby",H-Burns,100,Burns on the Wire,Kid We Own The Summer,53,Kid We Own The Summer - Midlife - Night Moves - Sunset Park (Extended version),/mnt/m/musiques/__Autres/H-Burns/Kid We Own The Summer
Felipecha,La Féline,67,De fil en aiguille,,0,,
Catastrophe,Catastrophe,100,GONG!,Gong! Plus,62,Dernier soleil vision XL - Fizzy - Gong! Plus,/mnt/m/musiques/__Autres/Catastrophe/Gong! Plus
KLON,Aloan,67,Nouveau Genre,,0,,
Thomas Fersen,Thomas Feiner,77,Pièce montée des grands jours,,0,,
Collectif Métissé,Collectif Medz Bazar,65,Décennie,,0,,
Pow Wow,WOW,60,Regagner Les Plaines,,0,,
Emilie Marsh,Billie Marten,64,Emilie Marsh,,0,,
Merlot,Mehro,73,Chansons D'amour... Et De Haine,,0,,
Emma Peters,Emma Peters,100,Traverser,Emma Peters (Remixed),40,Dimanche - Déjà-vu - Emma Peters (Remixed) - Emma Peters Cover - Tout de suite,/mnt/m/musiques/__Autres/Emma Peters/Emma Peters (Remixed)
Tim Dup,Dub Inc,57,La course folle,,0,,
Jeanne Moreau,Jeanne Moreau,100,The Immortal Jeanne Moreau,Jacques Prevert - Artistes Divers,35,12 Chansons - Album Collection [Disc 1] - Album Collection [Disc 2] - Jacques Prevert - Artistes Divers - Le Tourbillon - Les Chansons De Clarisse,/mnt/m/musiques/__Autres/Jeanne Moreau/Jacques Prevert - Artistes Divers
Duluc,Deluxe,55,Voyage Astral [Extrait de la bande originale d'OVNI(s) Saison 2],,0,,
Coline Rio,Coline Rio,100,On m'a dit,MAISON,50,Ce Qu'il Restera De Nous - Ce qui nous lie - Les gens qui doutent - Les moulins de mon coeur - MAISON,/mnt/m/musiques/__Autres/Coline Rio/MAISON
Monsieur Roux,Monster Rally,62,Ah Si J'Etais Grand Et Beau…,,0,,
"Rodolphe Burger,Christophe,Philippe Poirier",Sophie Hunger,64,Environs,,0,,
