Artist_A_rechercher,Artist_Possede,Artist_sim,Album_A_rechercher,Album_Possede,Album_sim,Liste_albums_pos,Path_Possede
"Vendredi sur Mer,Sofiane Pamart",Vendredi Sur Mer,100,Arrêter le temps (feat. Sofiane Pamart),Marée basse,37,Malabar Princess - Marée basse - Mort _ Fine - Métamorphose - Premiers Émois,/mnt/m/musiques/__Autres/Vendredi Sur Mer/Marée basse
"I Muvrini,MC Solaar",Luisa Marion,57,Umani,,0,,
Dumas,Uma,75,Dumas,,0,,
Lewis OfMan,Lewis OfMan,100,Je pense à toi,Dancy Party,32,Dancy Party,/mnt/m/musiques/__Autres/Lewis OfMan/Dancy Party
Yodelice,Yodelice,100,What's The Cure?,Tree Of Life,37,Cardioid - EP Live Pilot - Square Eyes - Tree Of Life,/mnt/m/musiques/__Autres/Yodelice/Tree Of Life
Mouton Noir,Uniform Motion,72,La Madrague (Mouton Noir edit),,0,,
Matéo Langlois,Jean-Louis Murat,67,Décoder les cases,,0,,
"Anoraak,Sarah Maison",Anoraak,100,For Beirut,Golden Hour,38,Golden Hour,/mnt/m/musiques/__Autres/Anoraak/Golden Hour
Jansi,Jónsi,80,25 ans,,0,,
Coline Sicre,Coline Rio,73,Yodelaouti,,0,,
Bibi Club,Bobbi Lu,71,Feu de garde,,0,,
SÜEÜR,Superbus,62,ANANKÉ,,0,,
Devi,Delvis,80,Mode d'emploi,,0,,
Saône,Suzane,73,Te Amo,,0,,
Eskelina,Eskelina,100,Le matin du pélican,Le sentiment est bleu,45,Le sentiment est bleu,/mnt/m/musiques/__Autres/Eskelina/Le sentiment est bleu
Eskelina,Eskelina,100,La verticale,Le sentiment est bleu,36,Le sentiment est bleu,/mnt/m/musiques/__Autres/Eskelina/Le sentiment est bleu
Stéphanie Blanchoud,Terence Blanchard,67,Les Beaux Jours,,0,,
Sam Sauvage,Sam Sauvage,100,Sam Sauvage,Dans La Bathroom,37,Dans La Bathroom - La Fin Du Monde - Prémices,/mnt/m/musiques/__Autres/Sam Sauvage/Dans La Bathroom
Colt,Colt,100,Lionnes,Mille vies,47,Comfort Zone - Mille vies - Reboot - SOMA - Saveur coeur abîmé,/mnt/m/musiques/__Autres/Colt/Mille vies
"Youssef Swatt's,Colt",Suki Waterhouse,60,Pour que les étoiles brillent,,0,,
"Iliona,COLORS",Iliona,100,Ça n’existe pas - A COLORS SHOW,What if I break up with u _,39,Moins joli - Tristesse - Tête brûlée - What if I break up with u _,/mnt/m/musiques/__Autres/Iliona/What if I break up with u _
Poupie,Pépite,67,Fable,,0,,
Olkan & La Vipère Rouge,Perrey And Kingsley,55,Crocodile Logo,,0,,
Lize,Aline,67,Folle,,0,,
Arthur Ely,Arthur Russell,75,SAIGNANT (Première bouchée),,0,,
Coline Rio,Coline Rio,100,Manteau chagrin,Ce Qu'il Restera De Nous,36,Ce Qu'il Restera De Nous - Ce qui nous lie - Les gens qui doutent - Les moulins de mon coeur - MAISON,/mnt/m/musiques/__Autres/Coline Rio/Ce Qu'il Restera De Nous
Pomplamoose,Pomplamoose,100,Angélique (nouvelle version),Invisible People (2020),32,Daft Pomp - En Français - Impossible à prononcer - Invisible People (2020),/mnt/m/musiques/__Autres/Pomplamoose/Invisible People (2020)
Mathieu Des Longchamps,Mathieu Boogaerts,62,Le vert et le bleu,,0,,
Vieux,Venus,60,100 jours,,0,,
Blond,Le Blonde,71,Pour la vie entière,,0,,
Matiu,Matiu,100,Indian Time,Matiu,38,Matiu - Sailors - Tipatshimushtunan,/mnt/m/musiques/__Autres/Matiu/Matiu
"Theodora,Chilly Gonzales","Théodore, Paul & Gabriel",88,MEGA BBL,,0,,
Asfar Shamsi,Asfar Shamsi,100,boîte à musique,Le dilemme du hérisson,32,2006 - Le dilemme du hérisson,/mnt/m/musiques/__Autres/Asfar Shamsi/Le dilemme du hérisson
Napkey,Napkey,100,42,Where do you go_,0,Where do you go_,/mnt/m/musiques/__Autres/Napkey/Where do you go_
Miel De Montagne,Jean-Michel Rotin,61,Ouin Ouin,,0,,
jean,Jain,75,C'est quand même bizarre,,0,,
disiz,DIIV,67,ton ventre,,0,,
"Sylvie Vartan,Frankie Jordan",Sylvie Vartan,100,Le locomotion,Sylvie Vartan,38,Sylvie Vartan,/mnt/m/musiques/__Autres/Sylvie Vartan/Sylvie Vartan
"Pv Nova,Marianne,Curieux",PV Nova,100,bad guy,Royalty Free Chill Groove,19,Royalty Free Chill Groove,/mnt/m/musiques/__Autres/PV Nova/Royalty Free Chill Groove
"VD,Bleue",VBND,67,Embrasse moi,,0,,
Jane Birkin,Jane Dire,70,Baby Alone In Babylone,,0,,
Gabriel Yacoub,Gabriel Yared,74,Je vois venir... (Enregistrement public),,0,,
Morgan,Mogwai,67,Rage,,0,,
Feu! Chatterton,Feu! Chatterton,100,Mille vagues,Palais d'Argile,44,Ici Le Jour (A Tout Enseveli) - Palais d'Argile,/mnt/m/musiques/__Autres/Feu! Chatterton/Palais d'Argile
MPL,TAMPLE,67,L'inverse du coup de foudre,,0,,
"eben,Niro,Fonky Family,Abou,Akhenaton,Chien De Paille,The Insomniak,Driver,KDD,L'Ame du Raswar,Ménélik,Mystik,Prodige Namor,Sinistre,Soldafada,Yazid,White & Spirit",Bent,75,16'30 Contre la censure,,0,,
"Nola,Pixel",Lia Juno,67,Nous deux,,0,,
KIZ,KZA,67,Des tours,,0,,
"KIZ,Camille Esteban",KZA,67,Nous deux,,0,,
"Al'Tarba,Degiheugi",Cal Tjader,67,"Le Cabinet des Curiosités, Vol. I",,0,,
DO not DO,No Doubt,59,les adultes parlent,,0,,
MPL,TAMPLE,67,LU7,,0,,
"Bolivard,Sarah Rebecca",Ojard,62,Bolivardisme,,0,,
Johnny Jane,Cabane & Lonny,70,Attitude(s),,0,,
"Loïc Lantoine,The Very Big Experimental Toubifri Orchestra",Loïc Lantoine,100,Nous,Badaboum,33,Badaboum - Tout Est Calme,/mnt/m/musiques/__Autres/Loïc Lantoine/Badaboum
KINO,DINNO,67,"Hello Kader, Kader Algérie",,0,,
Lize,Aline,67,Reines,,0,,
Karpatt,Warpaint,67,Sur le quai,,0,,
La Belle Bleue,Bee Bee Sea,72,Morceaux de papier,,0,,
Max Ransay,"Ray Lema, Laurent De Wilde",67,Coeur D'Un Homme,,0,,
"Juliette Magnevasoa,Blundetto",Juliette,59,Dis (Blundetto version),,0,,
"ELOI,Flavien Berger",El vi,67,DernierOrage.Alt,,0,,
Fernandel,Fernandel,100,Voici Fernandel,Le Flamboyant [Disc 2],29,Le Flamboyant [Disc 1] - Le Flamboyant [Disc 2] - Platinum Collection - Triple Album,/mnt/m/musiques/__Autres/Fernandel/Le Flamboyant [Disc 2]
"Tim Dup,Laura Cahen",Dub Inc,57,Le printemps,,0,,
"Patrick Watson,Solann",Patrick Watson,100,Ça va,Wave,44,A Mermaid in Lisbon - Adventures In Your Own Backyard - Better In The Shade [EP] - Better in the Shade - Close To Paradise - Je te laisserai des mots - Love Songs For Robots - Sit Down Beside Me - Wave - Wooden Arms,/mnt/m/musiques/__Autres/Patrick Watson/Wave
Cyril Mokaiesh,Maxence Cyrin,59,Regarder passer les trains,,0,,
Alice on the roof,Rocket Juice & The Moon,68,Comme je t'ai aimé,,0,,
"Sterling Grove,MUNYA",Stella Rose,64,Parallel Lines,,0,,
Lisa Pariente,Luisa Marion,72,Ruelle sombre,,0,,
"Miel De Montagne,Kazy Lambist",Jean-Michel Rotin,61,Toxic Sunny Delight,,0,,
Elaine Kibaro,Eliane Elias,64,Pour L'amour,,0,,
Arthur Ely,Arthur Russell,75,SAIGNANT,,0,,
Romain Muller,Camille Hardouin,62,Parallèle,,0,,
Alma Rechtman,Alma May,67,dans ma maison,,0,,
Zélie,Else,67,JE NE SERAI JAMAIS.,,0,,
"Amouë,Kazy Lambist",Muse,67,Villa d'été,,0,,
James Baker,James BKS,80,J'espère (pas),,0,,
Félix Radu,Felix Rösch,67,Infini +3,,0,,
La Belle Vie,Vive La Fête,75,Mauvaises habitudes,,0,,
Myra,MYXA,75,T PAS SI BO,,0,,
PHELTO,Chelou,67,Autant Brûler,,0,,
Helena,Telenova,71,Hélé,,0,,
Marine,Mine,80,Coeur maladroit,,0,,
candeur cyclone,Cabane & Lonny,59,teenage dirtbag,,0,,
Axel Enderlin,Pauline Vanderlinden,61,aime-moi.,,0,,
Nino Vella,Lola Le Lann,64,Plage des bigorneaux,,0,,
Axel Enderlin,Pauline Vanderlinden,61,la fille nue.,,0,,
"Apple Echoess,Zorro Loco",Apes & Horses,67,poupée de glace,,0,,
MargauxRZ,Mareux,67,Allumette,,0,,
Manon Lisa,Luisa Marion,82,Violette,,0,,
Manon Lisa,Luisa Marion,82,Insolation,,0,,
"Barbara Pravi,Silly Boy Blue",Barbara Lewis,69,Les prières - racines,,0,,
Laurie Destal,Laurie Darmon,69,Vidal Benjamin présente Disco Sympathie,,0,,
Orlanda,Orlane,77,Fantaisie,,0,,
Rau_Ze,Azé,67,Virer nos vies,,0,,
Klô Pelgag,Klô Pelgag,100,Notre-Dame-des-Sept-Douleurs,L'alchimie Des Monstres,59,L'alchimie Des Monstres - L'étoile Thoracique,/mnt/m/musiques/__Autres/Klô Pelgag/L'alchimie Des Monstres
P.R2B,Herb Alpert,50,Presque Punk,,0,,
MDNS,Madness,73,LA FAUTE À QUI!,,0,,
Gilles Dor,Dana Gillespie,67,Le disque Dor,,0,,
Berliner Doom,Matt Berninger,67,Notre Doom,,0,,
Irnini Mons,Nina Simone,64,Une habitante touchée par une météorite,,0,,
Moera June,Jeanne Moreau,70,TOPIC,,0,,
Constance Amiot,Constance Amiot,100,After Summer,Blue Green Tomorrows,31,12ième Parallèle - Blue Green Tomorrows - Fairytale - À la bonne étoile,/mnt/m/musiques/__Autres/Constance Amiot/Blue Green Tomorrows
Renard Tortue,La Tordue,64,L'invisible,,0,,
Bonne Nuit,One t,67,Crier Vomir Pleurer,,0,,
"Whisper,disiz",Phil Spector,63,Après le Chaos,,0,,
Joe la panic,Nicola Piovani,62,Happy hour,,0,,
"Barkanan,Lémofil",Keny Arkana,74,À l'arrivée,,0,,
BARON.E,BARON.E,100,Bleu ou vert,Jeunesse Dorée,31,Jeunesse Dorée,/mnt/m/musiques/__Autres/BARON.E/Jeunesse Dorée
Gwendoline,GENNRE,62,C'est à moi ça,,0,,
Thibaut,Haute,67,Armes & Paillettes,,0,,
Timothée Joly,Folly Tree,61,International : 1 + 138,,0,,
Yurz,You!,57,Slow Motion,,0,,
Blue Salt,Blu Samu,71,Poème d'automne,,0,,
"Mathilde Fernandez,ascendant vierge",Fernandel,67,Faire et refaire (piano voix),,0,,
"Synapson,Tim Dup,Lass",Sabaton,53,Global Musique vol.1,,0,,
Ariane Roy,Adrian Crowley,75,AVALANCHE (n.f.),,0,,
Axel Enderlin,Pauline Vanderlinden,61,le coeur qui bat.,,0,,
Samson,Salomon,77,Trait pour trait,,0,,
mona guba,Kaz Moon,59,Un Bon Moment (freestyle),,0,,
"Marlon Magnée,La Femme",Man Man,70,Plus fort que toi,,0,,
Richard Gotainer,Richard Houghten,69,Saperlipopette (or not Saperlipopette),,0,,
TheFrenchKris,Chester French,59,Garçon de mon âge,,0,,
The Doug,The Dø,86,Mauvais Joueur,,0,,
"Bisou,Suzanne Belaubre",Baio,67,On sera beau,,0,,
Philippe B,Annie Philippe,75,"Ornithologie, la nuit",,0,,
Marie Benoliel,Gently Marie,69,Je veux rire,,0,,
BRÖ,Boa,67,Mauvais rôle (Studio),,0,,
"Georgio,Yoa",Gordi,67,Années Sauvages,,0,,
Dumas,Uma,75,Nos idéaux,,0,,
Emma Peters,Emma Peters,100,Le temps passe (Rework),Emma Peters (Remixed),56,Dimanche - Déjà-vu - Emma Peters (Remixed) - Emma Peters Cover - Tout de suite,/mnt/m/musiques/__Autres/Emma Peters/Emma Peters (Remixed)
"Sylvain Duthu,MPL",Paul Sylvan,67,15h22,,0,,
Maeva Kane,Jeanne Moreau,61,Maeva Kane,,0,,
"Noé Preszow,Leila Lachterman",Andrew Prahlow,56,À nous,,0,,
"Adèle Castillon,Videoclub",Madeleine & Salomon,62,Plaisir Risque Dépendance,,0,,
Cœur De Pirate,Deep Throat Choir,62,Perséides,,0,,
Marie Céleste,Marie Laforêt,69,2 goélands,,0,,
ELISA ERKA,Eliane Elias,64,Dolce Vita,,0,,
Tiphanie Doucet,Nathalie Cardone,58,Re-Imagine-D#2,,0,,
Rouquine,Rone,67,Mammifère,,0,,
Elia,El vi,67,Aurore,,0,,
Zaz,Azé,67,Sains et saufs,,0,,
St Graal,Gravas,71,Le cœur qui cogne,,0,,
Kinkead,KidNardi,67,Henri & Simon,,0,,
chien noir,Hen Yanni,63,Histoire vraie,,0,,
"Kinkead,Julyan",KidNardi,67,Henri & Simon,,0,,
chien noir,Hen Yanni,63,Lumière bleue,,0,,
Theodora,"Théodore, Paul & Gabriel",88,Too Much for One Heart,,0,,
"disiz,Theodora",DIIV,67,melodrama,,0,,
St Graal,Gravas,71,Les histoires d'amour de St Graal,,0,,
Napkey,Napkey,100,Andromeda,Where do you go_,24,Where do you go_,/mnt/m/musiques/__Autres/Napkey/Where do you go_
Fleur de Peau,Damien Fleau,64,Les oiseaux,,0,,
Ève,Hervé,75,Medusa,,0,,
Grand Eugène,Evgeny Grinko,64,Grand Eugène,,0,,
Laurie Darmon,Laurie Darmon,100,Mesure seconde,La Traversée du Désir,46,Femme Studio - Février 91 - La Traversée du Désir - Maman,/mnt/m/musiques/__Autres/Laurie Darmon/La Traversée du Désir
"Joseph Chedid,Micky Green",Josephien,55,Hey Friend !,,0,,
Louis-Charles,Charlie Rouse,77,LOUIS-CHARLES II,,0,,
ASPHALT,Mahault,71,Lame de fond,,0,,
Foé,Fomies,67,Îl,,0,,
"Zazie,AaRON","Izzie, Jairos & Alishya",80,Za7ie Intégrale,,0,,
Devi,Delvis,80,Comme des grands,,0,,
"Grand Corps Malade,Ben Mazué,Gaël Faye",Caravan Palace,56,Éphémère,,0,,
UssaR,TSSA,67,Étendues,,0,,
Eulalie,Aline,67,JE DANSERAI,,0,,
Pauline Croze,Pauline Croze,100,Un bruit qui court,Pauline Croze,39,Après Les Heures Grises - Bossa Nova - Ne Rien Faire - Pauline Croze,/mnt/m/musiques/__Autres/Pauline Croze/Pauline Croze
Lubiana,Luna,73,Terre Rouge,,0,,
Janie,Canine,73,Toujours des fleurs,,0,,
Fleur de Peau,Damien Fleau,64,Bam Bam,,0,,
Foé,Fomies,67,Mémo amoureux,,0,,
Izïa,"Izzie, Jairos & Alishya",67,La vitesse,,0,,
"Lindolfo Gargiulo,Lonepsi",Gabriel Rios,55,Au bord du temps,,0,,
Soan,Solann,80,Tant pis,,0,,
Soan,Solann,80,Sens interdits,,0,,
"Kemmler,Mosimann",Mac Miller,59,&MOI,,0,,
"Lithium,Waxx,C.Cole,Georgio,Adé",Them & I,62,LITHIUM,,0,,
Lous and The Yakuza,John Andrews & The Yawns,59,IOTA,,0,,
"Dick Annegarn,Philippe Campion,Chiloo,Clou,Albin de la Simone,Vincent Delerm,Clément Ducol,Féfé,Foé,Frah,Nina Goern,Leeroy,Erza Muqoli,Yael Naim,Noé Preszow,Samaha,Vianney,Mathieu Boogaerts",Mark Lanegan,64,Small Song,,0,,
Charlotte Fever,Good Charlotte,69,La Carioca,,0,,
"TOMASI,Ian Caulfield",Atom Smith,62,Branleur,,0,,
"Chilla,Sofiane Pamart",La Chica,71,EGO,,0,,
Tessa B. ,Tesla Boy,75,(Re)commencement,,0,,
Vermeil,Evermore,67,si je ne suis pas,,0,,
Melida,Dalida,67,Coffeeshop,,0,,
Arcadian,Paradis,67,Arcadian,,0,,
Zélie,Else,67,un million de petits chocs,,0,,
nous étions une armée,Louis Armstrong,56,mais le ciel est sublime,,0,,
Alma Rechtman,Alma May,67,Je veux être dans tes bras,,0,,
Fleur bleu·e,Fleur bleu·e,100,L'été ivre,All the Little Beings,32,All the Little Beings - Le Funambule - Surrender - Unrequited Love - pillow wet,/mnt/m/musiques/__Autres/Fleur bleu·e/All the Little Beings
Nina Battisti,Nina Battisti,100,foutus bagages,Le Cabaret des Pleurs,40,Je t'écris des lettres - Laisse moi prendre des vacances (alternative) - Le Cabaret des Pleurs - Pas Trop Jolie - Peur de vous,/mnt/m/musiques/__Autres/Nina Battisti/Le Cabaret des Pleurs
Ysé,YSE,100,Pour ce qui nous attend de mieux,Il neige sur la mer,43,Il neige sur la mer - Je préfère (faire la fête) - Oser - Rêver - Tour du Monde,/mnt/m/musiques/__Autres/YSE/Il neige sur la mer
Renard Tortue,La Tordue,64,Jamais d'accord,,0,,
