Artist_A_rechercher,Artist_Possede,Artist_sim,Album_A_rechercher,Album_Possede,Album_sim,Liste_albums_pos,Path_Possede
Wim Mertens,Wim Mertens,100,"What are we, locks, to do?",Stratégie de la rupture,39,Charaktersketch - Close Cover - Inescapable - Integer Valor - Jardin clos - Jérémiades - Maximizing the Audience - Motives for Writing - Stratégie de la rupture - That Which Is Not - The Belly of an Architect,/mnt/m/musiques/__Autres/Wim Mertens/Stratégie de la rupture
Jonny Trunk,Johnny Osbourne,62,The Inside Outside,,0,,
Andrew Bird,Andrew Bird,100,Echolocations: River,The Mysterious Production Of Eggs,38,Are You Serious - Armchair Apocrypha - Hands of Glory - I Want to See Pulaski at Night - Inside Problems - My Finest Work Yet - Noble Beast - Outside Problems - The Mysterious Production Of Eggs - Weather Systems,/mnt/m/musiques/__Autres/Andrew Bird/The Mysterious Production Of Eggs
Mongo Santamaria,Emmanuel Santarromana,59,Sofrito,,0,,
Ayasa,Anaïs,60,CHRONICLE V,,0,,
Milt Buckner,Tim Buckley,61,Essential Masters 1955-1957,,0,,
Wren Fonsaco,Concorde,60,The Reason Why (Piano Cover),,0,,
Warren Ellis,James Warren,75,Mustang (Original Motion Picture Soundtrack),,0,,
"Erik Satie,Lavinia Meijer",Erik Satie,100,Voyage,"Complete Piano Works, Volume 5",17,"Complete Piano Works, Volume 5 - Complete Piano Works, Volume 6 - Erik Satie_ Alexandre Tharaud - Piano Works","/mnt/m/musiques/__Autres/Erik Satie/Complete Piano Works, Volume 5"
Flèche Love,Fleet Foxes,64,"Naga, Pt.1",,0,,
Brian Eno,Dino Brandao,67,Before And After Science,,0,,
"Henry Purcell,Andreas Scholl,Accademia Bizantina,Stefano Montanari",Pierre Henry,72,O Solitude,,0,,
Tigran Hamasyan,Lianne La Havas,60,Shadow Theater,,0,,
Jim Croce,Jarvis Cocker,64,The Original Albums…Plus,,0,,
The Irrepressibles,The Libertines,62,In This Shirt,,0,,
Dario Marianelli,Dario Moreno,64,Hummingbird (Original Motion Picture Soundtrack),,0,,
Zamfir,Air,67,Kill Bill Vol. 1 Original Soundtrack (PA Version),,0,,
"Django Reinhardt,Quintette du Hot Club de France",Django Reinhardt,100,War Clouds 1940,The Essential Django Reinhardt,22,Le Dernier DJango - The Essential Django Reinhardt,/mnt/m/musiques/__Autres/Django Reinhardt/The Essential Django Reinhardt
"Etienne de Crécy ,Air",Étienne Charry,73,Super Discount,,0,,
Black Flower,The Black Crowes,64,Artifacts,,0,,
Nicolas Repac,Nicola Piovani,67,Rhapsodic,,0,,
Lavinia Meijer,Lavinia Mancusi,69,Passaggio,,0,,
The Ink Spots,The Kinks,73,The Anthology,,0,,
Metronomy,Metronomy,100,Mandibules (Main Theme),Late Night Tales,46,Late Night Tales - Love Letters - Metronomy Forever - Small World - Summer 08 - The English Riviera,/mnt/m/musiques/__Autres/Metronomy/Late Night Tales
Chilly Gonzales,Chilly Gonzales,100,Souchon dans l'air (Vol. 1),Solo Piano II,52,French Kiss - Ivory Tower - Solo Piano II - Solo Piano III,/mnt/m/musiques/__Autres/Chilly Gonzales/Solo Piano II
Joanna Kulig,King Hannah,70,Cold War (Original Motion Picture Soundtrack),,0,,
Dans Dans,Dan Bodan,78,Sand,,0,,
"Nicolas Bedos & Anne-Sophie Versnaeyen,Nicolas Bedos,Anne Sophie Versnaeyen",Anne-Sophie Versnaeyen,76,La Belle Epoque (Original Motion Picture Soundtrack),,0,,
Anne Sophie Versnaeyen,Anne-Sophie Versnaeyen,100,La Belle Epoque (Original Motion Picture Soundtrack),Soul Stories (Emotional Orchestral Drama Tracks),30,Soul Stories (Emotional Orchestral Drama Tracks) - Soul Stories 2 (Emotional Orchestral Drama Tracks) - Soul Stories 3 - Emotional Orchestral Drama Tracks,/mnt/m/musiques/__Autres/Anne-Sophie Versnaeyen/Soul Stories (Emotional Orchestral Drama Tracks)
"Bob Russell,Bobby Goldsboro",Arthur Russell,64,La Belle Epoque (Original Motion Picture Soundtrack),,0,,
"Carlos Gardel,QuinTango",Carlos Gardel,100,La Belle Epoque (Original Motion Picture Soundtrack),Carlos Gardel 1930,24,Carlos Gardel 1930,/mnt/m/musiques/__Autres/Carlos Gardel/Carlos Gardel 1930
"Antonio Vivaldi,Andreas Scholl,Chiara Banchini,Ensemble 415",Antonio Barret,62,Vivaldi: Stabat Mater,,0,,
"Léo Delibes,Orchestre Philharmonique de Bruxelles,Ronan Maillard,Sarah Bloch,Fanny Crouet",Roméo Elvis,64,Marguerite,,0,,
"Max Richter,Daniel Hope,Konzerthaus Kammerorchester Berlin,Andre de Ridder",Max Richter,100,"Recomposed By Max Richter: Vivaldi, The Four Seasons","Recomposed By Max Richter_ Vivaldi,",79,"Disconnect - My Brilliant Friend - My Brilliant Friend, Season 3 - Out Of The Dark Room [Disc1] - Out Of The Dark Room [Disc2] - Recomposed By Max Richter_ Vivaldi, - Sarah's Key - Sleep - Taboo - The Blue Notebooks - The Leftovers - Voyager - Essential Max Richter","/mnt/m/musiques/__Autres/Max Richter/Recomposed By Max Richter_ Vivaldi,"
Library Tapes,Les Pirates,58,"Running By The Roads, Running By The Fields (Solo Piano)",,0,,
Awir Leon,Kin Leonn,67,Man Zoo (Live Ensemble & Acoustic),,0,,
Xavier Cugat,Xavier Cugat,100,Bailes de Salón,Cugat Desde El Ritz,41,Cugat Desde El Ritz,/mnt/m/musiques/__Autres/Xavier Cugat/Cugat Desde El Ritz
Apollo Brown,Broken Bells,58,Thirty Eight,,0,,
"Polish National Radio Symphony Orchestra,Antoni Wit",Piccola Orchestra Avion Travel,60,Knight of Cups (Original Motion Picture Soundtrack),,0,,
"Vinícius de Moraes,Maria Creuza,Toquinho",Claude François,55,Vinicius de Moraes en Argentina (Edición 50 Aniversario),,0,,
Oke/a/,CAKE,67,Orchestr/a/ Season 3.0+1.0: You Can (Not) Record,,0,,
MyReminiscence,Triosence,61,"Aoryn Cover Collection, Vol. 5",,0,,
岡部啓一,武部聡志,59,SINoALICE Original Soundtrack,,0,,
Antena,Antenna,92,Camino Del Sol,From Kazan With Love,29,From Kazan With Love,/mnt/m/musiques/__Autres/Antenna/From Kazan With Love
Glenn Gould,Eagle-Seagull,58,Uninvited Guests,,0,,
"Alfred Schnittke,Berlin Radio Symphony Orchestra,Frank Strobel",Fred Nevché,59,"Schnittke, A.: Film Music, Vol. 1",,0,,
"Bugge Wesseltoft,Henrik Schwarz",Stomy Bugsy,52,Wesseltoft Schwarz Duo,,0,,
"Mohamed Lamouri,Groupe Mostla",La Pompe Moderne,58,Nova Tunes 3.6,,0,,
Maya Kristalinskaya,Maria Cristina Plata,56,Песни из кинофильмов (часть 1-я),,0,,
Bau,Beau,86,Top d'Coroa,,0,,
The Irrepressibles,The Libertines,62,Mirror Mirror,,0,,
David August,Augusta,74,Times,,0,,
Colleen,College,86,Captain Of None,,0,,
Baden Powell,Ben Kweller,70,Tristeza on Guitar,,0,,
Skeeter Davis,Peter Dallas,64,The Essential Skeeter Davis,,0,,
Arthur H,Arthur Satàn,70,Amour chien fou (Édition deluxe),,0,,
Zara McFarlane,Mar Malade,67,Arise,,0,,
Pau Vallvé,Pale Waves,60,Abisme cavall hivern primavera i tornar,,0,,
Charlotte Gainsbourg,Charlotte Gainsbourg,100,5:55 (Nouvelle Edition),Hey Joe,18,Hey Joe - IRM - Rest - Stage Whisper,/mnt/m/musiques/__Autres/Charlotte Gainsbourg/Hey Joe
"Jean Sibelius,Håvard Gimse",Eliane Elias,64,"Sibelius: Piano Music, Vol. 4",,0,,
Talaboman,Aloan,71,The Night Land,,0,,
Queen,QUÉTIER,67,Greatest Hits II (Remastered),,0,,
Portico Quartet,Portico Quartet,100,We Welcome Tomorrow,Memory Streams,36,Knee-Deep in the North Sea - Memory Streams - Monument - Portico Quartet - Portico Quartet ⧸ Hania Rani - Terrain - Untitled (AITAOA #2),/mnt/m/musiques/__Autres/Portico Quartet/Memory Streams
"Camille Saint-Saëns,None,Sebastian Comberti,Miriam Keogh",Camille Jansen,73,Romance,,0,,
Skeeter Davis,Peter Dallas,64,I Love Country,,0,,
Yusuf / Cat Stevens,Sufjan Stevens,71,Tea For The Tillerman (Remastered 2020),,0,,
"Ragz Nordset,Ron Basejam",Frazey Ford,61,"Sleepdancing, Remixes",,0,,
Danilo Stankovic,Danilo Stankovic,100,Stories,Pieces (TikTok Classics Version),46,Pieces (TikTok Classics Version) - Danilo Stankovic,/mnt/m/musiques/__Autres/Danilo Stankovic/Pieces (TikTok Classics Version)
Alina Yanovna,Calma Carmona,62,Toska,,0,,
Kraak & Smaak,Saya Gray,60,Pleasure Centre,,0,,
"Arvo Pärt,Else Torp,Christopher Bowers-Broadbent,Paul Hillier",Pat Martino,70,Pärt: Creator Spiritus,,0,,
Oceanvs Orientalis,Orient Occident,67,Untold / Unknown,,0,,
Roy Harper,Ray Charles,67,Stormcock (2006 Remastered version),,0,,
"Alessandro Scarlatti,Nora Fischer,Marnix Dorrestein",Alexandre Desplat,65,O Cessate Di Piagarmi (Arr. Voice & Electric Guitar),,0,,
Blutch,Bilderbuch,62,Gratis,,0,,
"Jean Sibelius,Jian Wang,Göran Söllscher",Eliane Elias,64,Finlandia: Finland Independence Day,,0,,
King Creosote,Crooked Fingers,64,Astronaut Meets Appleman,,0,,
Dead Can Dance,Dead Can Dance,100,Wake,Aion,25,Aion - Anastasis - Dead Can Dance - Dionysus - Into The Labyrinth - Spleen And Ideal - The Serpent's Egg - Wake- The Best Of Dead Can Dance [Disc 1] - Wake- The Best Of Dead Can Dance [Disc 2],/mnt/m/musiques/__Autres/Dead Can Dance/Aion
Jason Molina,Millie Jackson,69,"Let Me Go, Let Me Go, Let Me Go",,0,,
Crash Test Dummies,Takeshi's Cashew,59,God Shuffled His Feet,,0,,
Emel,EDEL,75,The Tunis Diaries,,0,,
"Charlotte Brandi,Dirk von Lowtzow",Charles Bradley,71,WIND,,0,,
Rozi Plain,Roo Panes,63,Friend,,0,,
"James Yorkston,Jon Hopkins",James Righton,74,Woozy With Cider,,0,,
Jon Hood,John Holt,71,Body Semantics,,0,,
Ez3kiel,EZ3kiel,100,Naphtaline,The Naphtaline Orchestra,59,Equalize It - LUX - Lux Live - The Naphtaline Orchestra,/mnt/m/musiques/__Autres/EZ3kiel/The Naphtaline Orchestra
Poppy Ackroyd,Poppy Jean Crawford,62,Sketches,,0,,
Alice Guerlot-Kourouklis,Alice Et Moi,61,Drôle de guerre (Musique originale du film),,0,,
Daniel Hart,Daniel Darc,82,The Green Knight (Original Motion Picture Soundtrack),,0,,
Vulax,Vulax,100,LAO,J'ai fait une compilation,21,J'ai fait une compilation,/mnt/m/musiques/__Autres/Vulax/J'ai fait une compilation
Vulax,Vulax,100,Everest,J'ai fait une compilation,6,J'ai fait une compilation,/mnt/m/musiques/__Autres/Vulax/J'ai fait une compilation
"Arthur Jeffes,Penguin Cafe",Arthur Satàn,64,The Red Book,,0,,
Paolo Conte,Pale Honey,67,Amazing Game - Instrumental Music,,0,,
Owen Pallett,Pet Owner,67,Heartland,,0,,
Molly Lewis,Lewis OfMan,64,The Forgotten Edge,,0,,
Los Cordillos,Lou Doillon,67,Vive les années 70 (Tout le bonheur des 70's),,0,,
"Gary Jules,Michael Andrews",Jules Gaia,80,Trading Snakeoil for Wolftickets,,0,,
Hooverphonic,Hooverphonic,100,A New Stereophonic Sound Spectacular,The Best Of Hooverphonic,40,Blue Wonder Power Milk - Collected - Hooverphonic With Orchestra [Live] - The Best Of Hooverphonic - The Magnificent Tree - With Orchestra,/mnt/m/musiques/__Autres/Hooverphonic/The Best Of Hooverphonic
Adrián Berenguer,Adrián Berenguer,100,The Journey,Metamorphosis,25,Metamorphosis,/mnt/m/musiques/__Autres/Adrián Berenguer/Metamorphosis
Bossasonic,ANAKRONIC,53,Club Life,,0,,
Slackwax,Slackwax,100,Hôtel Costes 15,Night Out,33,Night Out,/mnt/m/musiques/__Autres/Slackwax/Night Out
Jazzamor,Jazzamor,100,A Piece of My Heart,Music en Vogue,36,Lazy Sunday Afternoon - Lucent Touch - Music en Vogue - Strange To Be In Paradise - Things We Do For Love [Instrumentals],/mnt/m/musiques/__Autres/Jazzamor/Music en Vogue
Arthur H,Arthur Satàn,70,Négresse Blanche,,0,,
Henry Mancini,Hen Yanni,73,Mr. Lucky Goes Latin,,0,,
Roger Doyle,Roger Molls,73,Time Machine,,0,,
Pablopavo i Ludziki,Ludovico Einaudi,51,Ladinola,,0,,
Mark Kozelek & Jimmy LaValle,Jimmy LaValle,67,Perils from the Sea,,0,,
"Vassilena Serafimova,Thomas Enhco",Rosinha De Valença,58,Bach Mirror,,0,,
Minoru Muraoka,Nino Rota,61,Bamboo,,0,,
Anna Karina,Anna Karina,100,BOF Anna,Je Suis Une Aventurière,19,Je Suis Une Aventurière,/mnt/m/musiques/__Autres/Anna Karina/Je Suis Une Aventurière
Voo Voo,Joon Moon,62,Dobry Wieczór,,0,,
Christopher Parkening,Sean Christopher,76,Essential Film Classics,,0,,
"Pink Martini,The Von Trapps",Ariel Pink,73,Dream a Little Dream,,0,,
"Jose Neil Gomes,Erik Truffaz",Me One,57,Queen of Spades,,0,,
Pale Grey,Pale Honey,74,Waves,,0,,
"Grover Washington, Jr.,Bill Withers",Royalingo,54,Anthology,,0,,
Turkish Delight,Quiet Light,62,Kardan Adam,,0,,
Gus Viseur,Nice Guys,63,Musette Swing (French Accordion),,0,,
"Piano Magic,Brendan Perry",Pino D'angio',70,Ovations,,0,,
Roger Webb,Wes Parker,60,Kung Fu Super Sounds,,0,,
Martin Roth,Pat Martino,73,An Analog Guy in a Digital World,,0,,
Donna Blue,Donna Blue,100,Baby,Donna Blue EP (EP),29,Donna Blue EP (EP) - Inbetween EP - Into the Realm of Love,/mnt/m/musiques/__Autres/Donna Blue/Donna Blue EP (EP)
"Melina Mercouri,Papercut",Meri Lida,67,Playing With Melina / Pirazodas Ti Melina,,0,,
Étienne Daho,Etienne Daho,100,Corps et armes (2011 Remaster),Réévolution,32,Les Chansons De L'innocence Retrouvée - Réévolution,/mnt/m/musiques/__Autres/Etienne Daho/Réévolution
Dan Auerbach,Dan Black,67,Keep It Hid,,0,,
･ ･－･ ･－ ･･･ ･ －･･,-M-,0,･－･･ ･ － ･･ － －－･ －－－,,0,,
Georgi Kay,George Ka,84,In My Mind EP,,0,,
"Philip Glass,Philip Glass Ensemble,Michael Riesman",Glass Philip,100,The Essential Philip Glass - Deluxe Edition,Philip Glass- A Brief History Of Time (Soundtrack To The Film By Errol Morris),51,Glass- Jukebox [Disc2] - Glass- Oeuvres Majeures [Disc 1] - Glass- Oeuvres Majeures [Disc 2] - Koyaanisqatsi - Philip Glass- A Brief History Of Time (Soundtrack To The Film By Errol Morris) - Visitors,/mnt/m/musiques/__Autres/Glass Philip/Philip Glass- A Brief History Of Time (Soundtrack To The Film By Errol Morris)
Swing Slow,Oslo Twins,70,swing slow,,0,,
Jimmy Tillier,Jimmy LaValle,69,Les Contes de Nina (Original Soundtrack),,0,,
"Tryo,Les Ogres De Barback",Toro,75,La pittoresque histoire de Pitt Ocha,,0,,
Club 8,Clou,60,The Boy Who Couldn't Stop Dreaming,,0,,
Lor,Lor,100,Nikt,Sunlight,50,Aquarius - Lowlight - Panny Młode - Sunlight - Żony Hollywood,/mnt/m/musiques/__Autres/Lor/Sunlight
Björk,Björk,100,Cocoon,Selmasongs,25,Selmasongs,/mnt/m/musiques/__Autres/Björk/Selmasongs
"MISSINCAT,Dente",Maissiat,82,WOW,,0,,
"Angelique Kidjo,Branford Marsalis",Kid Francescoli,60,Spirit Rising (Live),,0,,
Laing,Loving,73,Fotogena,,0,,
Sonny Ism,Aime Simone,60,Plastic Worlds,,0,,
"Yaron Herman,Yaron Herman Trio",Hen Yanni,67,Follow the White Rabbit,,0,,
Joakim Karud,Joachim Pastor,62,Chillhop Essentials Summer 2016,,0,,
Tom Odell,Thomas Roussel,61,Long Way Down (Deluxe),,0,,
Joshua Ellis,Elise Trouw,61,Building The Future,,0,,
CYR JONES,Arden Jones,70,Last Thing You Did,,0,,
"George Frideric Handel,Budapest Strings,Béla Bánfalvi",The George Kaplan Conspiracy,56,Handel : The Best of Handel,,0,,
Multi-interprètes,Pierre Terrasse,55,피아노 새찬송가(1장~100장),,0,,
Moods,Woods,80,Moods,,0,,
Aram Khachaturian,Anna Karina,57,Kung Fu Hustle (Music From The Motion Picture),,0,,
Karen Peris,Karen O,67,A Song is Way Above the Lawn,,0,,
Colette Magny,Maggy Bolle,67,Melocoton,,0,,
Orchestra Di Piazza Vittorio,Plaza Francia Orchestra,63,Orchestra Di Piazza Vittorio,,0,,
Paul Thomas Saunders,Tom Sanders,71,Beautiful Desolation,,0,,
Michael Galasso,Michael Gray,74,Scenes,,0,,
Pierre Rousseau,Pierre Terrasse,73,Mode Par Défaut,,0,,
Aloa Input,Aloa Input,100,Devil's Diamond Memory Collection,Anysome Remix,22,Anysome Remix,/mnt/m/musiques/__Autres/Aloa Input/Anysome Remix
Guillaume Perret,Guillaume Poncelet,82,Free,,0,,
Abraham Fogg,Labradford,55,Blåkulla,,0,,
Hania Rani,Hania Rani,100,Live from Studio S2,On Giacometti,38,Biała flaga - Biała flaga (Remastered 2021) - Esja - Ghosts - Home - Inner Symphonies - Music for Film and Theatre - On Giacometti,/mnt/m/musiques/__Autres/Hania Rani/On Giacometti
Blanka,Anika,73,Flares,,0,,
Isao Tomita,Romain Axisa,61,Snowflakes Are Dancing,,0,,
Marlene Dietrich,Death Machine,62,The Essential Marlene Dietrich,,0,,
Jawhar,A-ha,60,Winrah Marah,,0,,
Wild Beasts,Wild Belle,67,Smother,,0,,
"Thom Yorke,Flea","Théodore, Paul & Gabriel",67,Daily Battles (From Motherless Brooklyn: Original Motion Picture Soundtrack),,0,,
"Amine Bouhafa,Lena Chamamyan",Camille Yarbrough,60,Gagarine (Bande originale du film),,0,,
"Kurup,João Pedreira",Turfu,60,Joeira,,0,,
Dylan Sitts,Delta Spirit,61,Pool Party,,0,,
"Nico Muhly,Nadia Sirota,James McVinnie,Daníel Bjarnason,Frank Aarnink,Valgeir Sigurðsson,Paul Evans,Missy Mazzoli,Paul Corley",Nick Mulvey,76,Nadia Sirota: Baroque,,0,,
Ten Fé,The Knife,67,Nothing Breaks Like A Heart,,0,,
Tonbruket,Antonio Barret,61,Dig It to the End,,0,,
Dana Gavanski,Anna Calvi,61,I Talk to the Wind,,0,,
Motta,Matmatah,62,La Fine Dei Vent'anni,,0,,
Michael Kiwanuka,Michael Kamen,76,Beautiful Life,,0,,
Kapitan Korsakov,Satori (NL) & Kalima,55,stuff&such,,0,,
"Schneider TM,KPT.Michi.Gan",Tom Sanders,70,Binokular,,0,,
Alex Ebert,Alex Ebert,100,Broken Record,Alexander,36,Alexander - I vs I,/mnt/m/musiques/__Autres/Alex Ebert/Alexander
"Mohamed Lamouri,Groupe Mostla",La Pompe Moderne,58,Underground Raï Love,,0,,
ABAY,Abba,75,"Conversions, Vol. 1 - EP",,0,,
Philip Glass Ensemble,Glass Philip,73,Glass: Einstein on the Beach,,0,,
The Lollipops,The Popopopops,67,Dansk Pigtråd vol.5 / Lollipops - The Complete 1966 - 1971 (Disk 1),,0,,
The Village Stompers,The White Stripes,65,Washington Square & Midnight in Moscow (Remastered),,0,,
"Tomaso Albinoni,London Philharmonic Orchestra",Lindstrøm & Prins Thomas,59,Manchester by the Sea (Original Motion Picture Soundtrack),,0,,
"Mount Eminest,MOYN,lofi.dealer",Mountain Man,64,lofi chillout music,,0,,
Ignacio Maria Gomez,Michael Giacchino,56,Belesia,,0,,
Vanishing Twin,Alain Bashung,59,Choose Your Own Adventure,,0,,
Christopher Lennertz,Sean Christopher,78,Lost in Space (Original Series Soundtrack),,0,,
Thibault Cauvin,Thibault Cauvin,100,Mystery of Love,L'heure miroir,34,Cities II - FILMS - L'heure miroir - L'heure miroir au Nouveau Siècle - Thibault Cauvin (Deluxe Version),/mnt/m/musiques/__Autres/Thibault Cauvin/L'heure miroir
"Paweł Nowak,Orkiestra Kameralna Progress",Paul Anka,60,Najpiękniejsza muzyka filmowa OST,,0,,
"François Couperin,György Cziffra",Claude François,75,"Récital à Saint-Frambourg: Couperin, Rameau, Marais & Daquin",,0,,
Amen Dunes,Arden Jones,67,Cowboy Worship,,0,,
David Russel,David Kushner,72,"Espana, Sentimeinto, Rumba y Flamenco",,0,,
Dr Nele Karajlic,Dr. Nelle Karajlic,97,Muzika Iz Filma  Crna Macka Beli Macor ,Chat Noir Chat Blanc,39,Chat Noir Chat Blanc,/mnt/m/musiques/__B.O/Chat Noir Chat Blanc - Dr. Nelle Karajlic
Superpoze,Persephone,63,For We The Living,,0,,
Arleta,Carla,73,Ena Kapelo Me Tragoudia,,0,,
Dean & Britta,Ridan,62,L'Avventura,,0,,
Maurits Pauwels en de Benelux Calypsos,Danny Bensi & Saunder Jurriaans,48,Tien Toppers Uit Trinidad,,0,,
Martin Denny,Dean Martin,87,Best Of Martin Denny's Exotica,,0,,
Rob Simonsen,Obsimo,67,Tully (Music from the Motion Picture),,0,,
Krzysztof Komeda,Tokyo Tea Room,53,Cul-De-Sac & Knife In The Water,,0,,
Bernard Estardy,Sandra Bernardo,73,La formule du baron,,0,,
Jacques Loussier Trio,Jacqueline Taïeb,65,The Bach Book,,0,,
"A.S Dragon,Bertrand Burgalat",Adrian Ström,64,Bertrand Burgalat Meets A.S Dragon,,0,,
"İlham Gencer,Vokal Grubu Karakediler",Mich Gerber,61,Deniz Ne Kadar Güzel,,0,,
Jean-Pierre Danel,Pierre Daven-Keller,72,Ballads,,0,,
John Swihart,John Stammers,64,How I Met Your Music: Deluxe (Original Television Soundtrack),,0,,
"Ludwig van Beethoven,London Symphony Orchestra,Josef Krips",Loredana Bertè,53,"Beethoven: Symphony No. 9 in D Minor, Op. 125  Choral  (Transferred from the Original Everest Records Master Tapes)",,0,,
Marc Perrone,CERRONE,74,Voyages,,0,,
Stranded Horse,Rosemary Standley,65,Luxe,,0,,
"Dom La Nena,Rosemary Standley,Birds on a Wire",Nana Adjoa,67,Ramages,,0,,
"Daniel Ögren,Anna Ahnlund",Daniel Hope,78,Fastingen -92,,0,,
Ermis,St Germain,67,Seagulls,,0,,
Sagittarius,Samaris,67,Present Tense (Expanded Edition),,0,,
Geek Music,Mich Gerber,67,Wallace And Gromit Main Theme (From  Wallace And Gromit ),,0,,
Moğollar,Gorillaz,62,Anadolu Pop,,0,,
my little airport,Little Joy,59,你把我的,,0,,
Clare & The Reasons,Cage The Elephant,65,The Movie,,0,,
Bill Ricchini,Bill Conti,70,Stuck in Love (Original Motion Picture Soundtrack),,0,,
Elliott Smith,Elliott Smith,100,Stuck in Love (Original Motion Picture Soundtrack),Elliott Smith,38,Either_Or (20th Anniversary Expanded - Either⧸Or (20th Anniversary Expanded Edition) (Expanded Edition) - Elliott Smith - Figure 8 - Figure 8 (Deluxe Edition) - XO (Deluxe Edition),/mnt/m/musiques/__Autres/Elliott Smith/Elliott Smith
Nicholas Britell,Nicholas Britell,100,Succession: Season 1 (HBO Original Series Soundtrack),Succession 1,77,Battle of the Sexes - Don't Look Up - Succession 04 - Succession 1 - The Winning Time Sessions,/mnt/m/musiques/__B.O/Succession 1 - Nicholas Britell
Michael Vignola,Michael Nyman,71,Infinity,,0,,
Aestetica,Exotica,62,Above Us,,0,,
Austin Farwell,Will Paquin,64,The Slowed Album,,0,,
"Ben Salisbury,Geoff Barrow",Ben Salisbury,100,Archive 81 (Soundtrack From The Netflix Series),Devs (Original Series Soundtrack),14,Devs (Original Series Soundtrack),/mnt/m/musiques/__Autres/Ben Salisbury/Devs (Original Series Soundtrack)
Blundetto,Blundetto,100,Gang Stories (Original Soundtrack of the Podcast Series),Slow Dance,45,"Bad Bad Things - Cousin Zaka Vol. 2 - Cousin Zaka, Vol. 1 - Good Good Things - Slow Dance - Warm My Soul",/mnt/m/musiques/__Autres/Blundetto/Slow Dance
River Whyless,Wes Parker,61,"Kindness, A Rebel",,0,,
Flotation Toy Warning,Floating Points,61,Bluffer's guide to the flight deck,,0,,
Nacho Umbert & la compañía,Part Company,56,Ay...,,0,,
Dave Thomas,Thomas Azier,78,The Skeleton's Waltz,,0,,
Rafael Berrio,Grace Bergere,62,Simulacro,,0,,
"Tony Anderson,Lara Somogyi",Tom Sanders,75,Retour,,0,,
Tony Anderson,Tom Sanders,75,Butterflies (Snowfall Remixes),,0,,
"Ghostly Kisses,Louis-Étienne Santais",Gently Marie,54,Alone Together,,0,,
"Power-Haus,Christian Reindl",Cat Power,74,The North Album,,0,,
Tom Samson,Amon Tobin,70,Emotive Narratives Vol. II,,0,,
Gaspar Claus,Gary Clark,64,Tancade,,0,,
Carter Burwell,Carter Burwell,100,The Banshees of Inisherin (Original Score),The Ballad Of Buster Scruggs,49,Carol - Fargo - The Ballad Of Buster Scruggs,/mnt/m/musiques/__B.O/The Ballad Of Buster Scruggs - Carter Burwell
Steven Gutheinz,Steven Price,59,Lines,,0,,
Mick Harvey,Hailey Tuck,64,FOUR (Acts of Love),,0,,
Headless Heroes,Hearts Hearts,64,The Silence of Love,,0,,
Klement Julienne,Clément Bazin,62,Panamerican,,0,,
Rémi Panossian Trio,Retro Neon FM,56,Sun Monkey Voltage,,0,,
"Wolfgang Amadeus Mozart,Maria João Pires",Wolfgang Tillmans,60,Mozart: Piano Sonatas,,0,,
Philip Ekström,Philip Brooks,67,"Endings, Beginnings (Original Motion Picture Soundtrack)",,0,,
Lady & Bird,Rare Bird,67,Lady & Bird,,0,,
Lucas Santtana,Lucas Santtana,100,O Paraíso,O Céu É Velho Há Muito Tempo,22,O Céu É Velho Há Muito Tempo,/mnt/m/musiques/__Autres/Lucas Santtana/O Céu É Velho Há Muito Tempo
"Franco & le T.P OK Jazz,Youlou,Boyibanda,Bitshou",Léon Francioli,57,Likambo ya ngana (1971 / 1972),,0,,
Minyo Crusaders,Tom Sanders,62,エコーズ・オブ・ジャパン／Echoes Of Japan,,0,,
Jessie Mazin,Jessie Reid,70,The Last of Us: Season 1 (Soundtrack from the HBO Original Series),,0,,
"Gorillaz,Beck",Gorillaz,100,Cracker Island (Deluxe),Plastic Beach,37,"D-Sides [Disc 1] - D-Sides [Disc 2] - Demon Days - Gorillaz - Humanz - Plastic Beach - Song Machine, Season One- Strange Timez - Song Machine, Season One- Strange Timez [Deluxe][Disc 2] - The Fall - The Now Now",/mnt/m/musiques/__Autres/Gorillaz/Plastic Beach
"Nick Cave,Warren Ellis",Nick Mulvey,70,La Panthère Des Neiges (Original Soundtrack),,0,,
Spencer Cullum,Jack Spencer,69,Spencer Cullum's Coin Collection,,0,,
"Sylvain Texier,Ô Lake",La Maison Tellier,65,Refuge,,0,,
"Craig Wedren,Jefferson Friedman,Alex Shenkman",Barbara Weldens,59,New Amsterdam (Music From The Television Series),,0,,
"Illuminine,Dominique Charpentier",Billie,62,"Dear, Piano",,0,,
"Dario Marianelli,Jack Liebeck,Benjamin Wallfisch",Dario Moreno,64,Jane Eyre - Original Motion Picture Soundtrack,,0,,
James Heather,James Horner,72,Invisible Forces,,0,,
Peter Sandberg,Peter Peter,64,Dismantle,,0,,
Aoife Nessa Frances,Tessa Rae & Khary,59,Protector,,0,,
Tin Hat Trio,Buttering Trio,69,Book of Silk,,0,,
Bacao Rhythm & Steel Band,Menahan Street Band,52,The Serpents Mouth,,0,,
Akusmi,Jakuzi,67,Fleeting Future,,0,,
Savina Yannatou,Lavinia Mancusi,60,To '62 Tou Manou Hadjidaki,,0,,
Chelsea Carmichael,Charles Cariou,62,The River Doesn’t Like Strangers,,0,,
"Las Lloronas,sura sol,Amber in ‘t Veld,Marieke Werner",Astronauts,64,Soaked,,0,,
